16501
1	13
1	8
1	9
1	10
1	1
1	1
1	1
1	1
1	7
1	1
1	12
1	9
1	7
1	8
2	12
2	7
2	7
2	1
2	7
2	11
2	11
2	8
2	13
2	5
2	5
2	16
2	11
2	11
2	6
2	14
2	11
2	14
2	6
2	7
2	5
2	12
2	8
3	11
3	7
3	5
3	7
3	7
3	1
3	7
4	10
4	9
4	9
4	7
4	9
4	7
4	10
4	10
4	7
4	6
4	8
4	6
4	14
4	11
4	8
5	1
5	7
5	7
5	8
5	9
6	6
6	7
6	1
6	12
6	1
6	4
6	6
6	12
6	4
6	6
6	3
7	3
7	4
7	9
7	7
7	7
7	7
7	11
7	10
7	9
7	15
7	8
7	9
7	9
8	5
8	6
8	9
8	5
8	3
8	7
8	11
8	11
8	6
8	5
9	6
9	5
9	5
9	9
9	5
9	7
10	10
10	7
10	4
10	5
10	6
10	6
10	5
10	5
10	6
10	7
10	9
10	5
10	10
10	10
10	8
10	9
10	9
10	9
10	12
10	12
10	5
10	7
11	7
11	2
11	1
11	7
11	6
11	7
11	7
11	7
11	7
11	7
11	7
11	7
11	7
11	7
11	7
11	7
11	7
12	6
12	9
12	1
12	1
12	11
12	14
12	17
12	8
12	3
12	1
12	16
12	8
12	1
13	1
13	2
13	7
13	8
13	8
13	10
13	7
13	10
13	8
13	8
13	12
13	11
13	9
13	6
13	6
13	10
13	10
13	8
13	5
13	6
13	10
13	8
13	6
13	6
13	6
13	6
13	1
13	1
13	1
13	1
13	7
13	6
13	12
13	6
13	7
13	5
13	9
13	8
13	9
13	6
13	8
13	6
13	7
13	9
13	5
14	1
14	6
14	11
14	5
14	7
14	6
14	1
14	1
14	0
14	12
14	10
14	6
14	5
14	5
14	1
14	1
14	1
15	11
15	7
15	11
15	7
15	10
15	10
15	12
15	14
15	13
15	17
15	8
15	12
15	14
16	8
16	2
16	7
16	8
16	8
16	10
16	11
16	9
16	8
16	5
16	13
16	13
16	7
16	14
16	2
16	7
16	6
16	6
16	6
16	7
16	5
16	6
16	15
16	11
16	9
16	2
16	13
16	7
16	9
17	13
17	11
17	2
17	8
17	10
17	14
17	11
17	9
17	3
17	13
17	8
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	2
18	7
18	7
18	15
18	2
18	5
18	4
19	5
19	8
19	0
19	9
19	10
19	14
19	6
19	17
19	1
19	7
19	11
19	4
19	3
19	3
19	11
19	3
19	5
19	5
19	7
19	11
19	9
19	6
19	6
19	7
19	8
19	1
20	1
20	6
20	10
20	11
20	16
21	7
21	8
21	3
21	12
21	3
21	7
21	8
21	7
21	2
22	10
22	6
22	7
22	3
22	10
22	12
22	13
